Step,Instruction
A,"Make the Crust"
1,"Preheat oven to 350°F."
2,"Combine crust ingredients: In a medium bowl, combine graham cracker crumbs and melted butter. Press mixture into the bottom of a 9-inch pie dish."
3,"Bake crust: Bake for 10 minutes, or until golden brown. Let cool completely."
B,"Make the Filling"
4,"Juice the limes: Juice the key limes and strain to remove seeds."
5,"Combine filling ingredients: In a large bowl, whisk together egg yolks, sweetened condensed milk, lime juice, and lime zest."
6,"Pour into crust: Pour filling into prepared pie crust."
7,"Bake: Bake in preheated oven for 15-20 minutes, or until the filling is set around the edges but still slightly jiggly in the center."
8,"Cool completely: Let the pie cool completely on a wire rack before adding the meringue."
C,"Make the Meringue"
9,"Beat egg whites: In a clean bowl, beat egg whites with cream of tartar until soft peaks form."
10,"Gradually add sugar: Gradually add sugar, beating until stiff peaks form."
11,"Top with meringue: Spread meringue over the cooled pie filling."
12,"Torch meringue (optional): Lightly brown the meringue with a kitchen torch (optional)."
13,"Refrigerate: Refrigerate the pie for at least 2 hours before serving."
