Step,Instruction
1,"Preheat your oven to 250°F."
2,"In a small bowl, combine salt, black pepper, garlic powder, onion powder, and dried thyme to make the seasoning rub."
3,"Remove the standing rib roast from the refrigerator and let it sit at room temperature for about 30-60 minutes."
4,"Pat the roast dry with paper towels, then rub it all over with olive oil."
5,"Generously season the entire surface of the roast with the prepared seasoning rub, pressing it gently to adhere."
6,"Place a meat thermometer into the thickest part of the roast, making sure it doesn't touch the bone."
7,"Transfer the roast to a roasting pan with a rack, bone-side down."
8,"Roast the standing rib roast in the preheated oven for about 3-4 hours, or until the internal temperature reaches about 120-125°F for medium-rare."
9,"Once the roast reaches the desired internal temperature, remove it from the oven and tent it loosely with foil."
10,"Let the roast rest for about 20-30 minutes. During this time, the internal temperature will continue to rise to about 130-135°F."
11,"While the roast is resting, preheat your oven to its highest setting or preheat a skillet over high heat."
12,"Once the oven or skillet is hot, sear the roast on all sides until deeply browned and caramelized, about 2-3 minutes per side."
13,"Transfer the seared roast to a cutting board and let it rest for a few minutes before carving."
14,"Slice the roast against the grain into thick slices."
15,"Serve the reverse sear standing rib roast hot, garnished with fresh herbs if desired."
16,"Enjoy your perfectly cooked and flavorful standing rib roast!"
