Step,Instruction
1,"Preheat Oven: Preheat oven to 300°F."
2,"Combine Cream and Milk: In a medium saucepan, combine heavy cream and milk."
3,"Heat Mixture: Heat cream mixture over medium heat until it just begins to simmer. Remove from heat."
4,"Whisk Egg Yolks and Sugar: In a large bowl, whisk together egg yolks and sugar until pale and thickened."
5,"Temper Eggs: Temper egg yolks by slowly whisking in a small amount of the hot cream mixture. Gradually whisk in the remaining cream mixture until fully incorporated."
6,"Add Vanilla: Stir in vanilla extract and salt."
7,"Strain Mixture: Strain the custard mixture through a fine-mesh sieve into a bowl to remove any lumps."
8,"Divide into Ramekins: Divide the custard mixture evenly among six oven-safe ramekins."
9,"Bake: Place ramekins in a baking dish and fill the dish with hot water to come halfway up the sides of the ramekins. Bake for 30-35 minutes, or until the custards are set but still slightly jiggly in the center."
10,"Cool: Remove ramekins from the water bath and let cool completely on a wire rack."
11,"Refrigerate: Cover ramekins with plastic wrap and refrigerate for at least 2 hours, or preferably overnight."
12,"Torch Sugar: Sprinkle a thin layer of granulated sugar over the top of each chilled custard. Use a kitchen torch to caramelize the sugar until golden brown."
13,"Serve: Serve immediately and enjoy!"
