Step,Instruction
1,"Preheat oven to 375 degrees Fahrenheit (190 degrees Celsius)."
2,"Cook brown rice according to package directions. Set aside."
3,"Drain and rinse black beans."
4,"Chop onion and garlic."
5,"Cut tops off bell peppers and remove seeds.
6,"Heat olive oil in a large skillet over medium heat. Add onion and garlic, cook until softened."
7,"Add corn, black beans, tomato sauce, cumin, chili powder, paprika, oregano, salt, and pepper. Stir to combine."
8,"Add cooked rice to the skillet and mix well."
9,"Stuff bell peppers with the rice and bean mixture."
10,"Place stuffed peppers in a baking dish. Pour vegetable broth into the bottom of the dish."
11,"Bake for 30-35 minutes, or until peppers are tender."
