Step,Instruction
1,"With a fork, combine the confectioners' sugar and flour in a medium-size bowl."
2,"Work in the butter until it forms small crumbs."
3,"Add in the egg and vanilla and stir until you have a slightly moist dough.  Add additional butter if dough is too dry, or add more flour if it seems oily."
4,"Form the dough into balls, about 1 1/2 inches in diameter, and press these balls into tart molds ensuring it covers the base and extends beyond the sides."
5,"Using two fingers, shape the edge into a form of letter A."
6,"Set the oven to preheat at 450 degrees F."
7,"In a medium saucepan, mix in white sugar and water and heat it till it reaches boiling point."
8,"Stir until all the sugar crystals melt, then take it off the heat and let it cool till it reaches room temperature."
9,"Pour the eggs through a sieve and whisk them into the cooled sugar solution. Incorporate the evaporated milk and vanilla into the mixture."
10,"Pass the filling through a sieve once again, then use it to fill up the tart shells."
10,"Cook in the preheated oven until the filling has ballooned slightly and is golden brown, around 15 to 20 minutes."
11,"Evaporated milk can also be replaced with whole milk in this recipe."
