Step,Instruction
1,"Preheat your oven to 350°F (175°C). Grease and flour two 9-inch round baking pans."
2,"In a large bowl, stir together flour, sugar, cocoa, baking powder, baking soda, and salt."
3,"Add eggs, milk, oil, and vanilla to the flour mixture and mix on medium speed until well combined."
4,"Reduce speed and carefully add boiling water to the batter. Beat on high speed for about 1 minute to add air to the batter."
5,"Pour batter evenly into prepared pans and bake for 30 to 35 minutes, until a toothpick inserted into the center comes out clean."
6,"Remove from the oven and allow cakes to cool in the pans for about 10 minutes. Then remove from pans and cool completely on a wire rack."
7,"For the frosting, melt the butter in a saucepan over medium heat."
8,"Stir in the cocoa powder, then remove from heat."
9,"Alternately add powdered sugar and heavy cream, beating to a spreading consistency."
10,"Add the vanilla extract and stir in the chocolate chips."
11,"Frost the cooled cake and serve."
