Step,Instruction
1,"In a large bowl, combine yogurt, lemon juice, ground cumin, ground paprika, ground turmeric, garam masala, salt, and black pepper."
2,"Cut the chicken breasts into bite-sized pieces and add them to the marinade. Coat the chicken evenly. Cover and refrigerate for at least 1 hour, or overnight for best results."
3,"Preheat your grill to medium-high heat, around 400°F."
4,"Thread the marinated chicken pieces onto skewers. Grill the chicken skewers for about 6-8 minutes per side, or until fully cooked and slightly charred. Remove from the grill and set aside."
5,"While the chicken is grilling, finely chop the onion, mince the garlic cloves, and grate the ginger."
6,"In a large skillet, melt the butter over medium heat. Add the chopped onion and cook until softened, about 5-6 minutes."
7,"Add the minced garlic and grated ginger to the skillet. Cook for another 1-2 minutes, stirring frequently."
8,"Stir in the tomato sauce and heavy cream. Bring the mixture to a simmer."
9,"Add the grilled chicken pieces to the skillet with the sauce. Stir to coat the chicken evenly with the sauce."
10,"Simmer the chicken tikka masala for about 10-15 minutes, stirring occasionally, until the sauce has thickened slightly and the chicken is heated through."
11,"Taste and adjust seasoning, if necessary."
12,"Garnish with fresh cilantro before serving."
13,"Serve the chicken tikka masala hot over cooked rice or with naan bread."
