Step,Instruction
1,'Rinse the brown lentils under cold water.'
2,"Dice the carrot, celery stalk, onion, and garlic cloves.'"
3,"In a large pot, heat olive oil over medium heat.'"
4,"Add diced onion and garlic to the pot and saute for 2-3 minutes, until softened.'"
5,'Stir in curry powder and cook for another minute.'
6,"Add diced carrot, celery, and rinsed lentils to the pot.'"
7,'Pour vegetable broth into the pot and bring to a boil.'
8,"Reduce heat to low, cover, and simmer for 25-30 minutes, or until lentils are tender.'"
9,"Stir in coconut milk, salt, and black pepper.'"
10,'Simmer for an additional 5 minutes to heat through.'
11,'Remove from heat and serve hot.'
