Step,Instruction
1,"Prepare the Mushrooms: Preheat oven to 375°F.  Wipe clean the mushrooms with a damp paper towel. Carefully remove the stems from the mushroom caps, twisting and pulling them out. Tip: Reserve the stems for another recipe (like making mushroom stock)."
2,"Sauté the Aromatics: In a large skillet, heat olive oil over medium heat. Add the chopped onion and cook for 5 minutes, or until softened and translucent. Stir in the minced garlic and cook for an additional minute until fragrant."
3,"Brown the Sausage: Add the crumbled Italian sausage to the pan and cook, breaking it up with a spoon, until browned.  **Optional:** Drain any excess grease from the pan."
4,"Combine the Filling: In a mixing bowl, combine the cooked sausage, breadcrumbs, grated Parmigiano-Reggiano cheese, chopped fresh parsley, salt, and freshly ground black pepper."
5,"Stuff the Mushrooms: Divide the stuffing mixture evenly among the mushroom caps. Gently press the stuffing down to fill the cavity."
**Optional Deglazing Step:
6,"Deglaze the Pan (Optional): If using white wine, pour it into the empty skillet and scrape up any browned bits from the bottom. Let the wine simmer for a minute or two, then add the vegetable broth. Bring to a simmer and cook for a few minutes to reduce slightly.
Baking and Finishing"
7,"Transfer to Baking Dish: Carefully arrange the stuffed mushrooms in a single layer in a baking dish. Optional: If using the deglazed pan sauce, pour it evenly around the mushrooms in the baking dish."
8,"Bake: Bake the stuffed mushrooms in the preheated oven for 20-25 minutes, or until the mushrooms are tender and the filling is golden brown and bubbly."
9,"Serve and Enjoy:  Remove the baking dish from the oven and garnish with fresh basil leaves (optional). Serve the stuffed mushrooms hot, spooning any pan juices over the top."
