Step,Instruction
1,"Slice the chicken breasts into thin strips and place them in a bowl."
2,"Juice one lime over the chicken strips. Add 2 tablespoons of olive oil, minced garlic cloves, chili powder, ground cumin, paprika, salt, and black pepper to the bowl. Mix well to coat the chicken evenly. Marinate for at least 30 minutes, or overnight in the refrigerator for best results."
3,"Slice the bell peppers and onion into thin strips."
4,"In a large skillet or grill pan, heat the remaining 1 tablespoon of olive oil over medium-high heat."
5,"Add the marinated chicken strips to the skillet. Cook for 5-7 minutes, stirring occasionally, until the chicken is cooked through and slightly charred."
6,"Remove the cooked chicken from the skillet and set aside."
7,"In the same skillet, add the sliced bell peppers and onion. Cook for 4-5 minutes, stirring occasionally, until they are tender and slightly charred."
8,"Return the cooked chicken to the skillet with the peppers and onion. Squeeze the juice of the remaining lime over the mixture and toss to combine."
9,"Warm the tortillas in a separate skillet or in the microwave according to package instructions."
10,"Serve the chicken fajita mixture warm with warm tortillas and your favorite toppings, such as salsa, guacamole, sour cream, and shredded cheese. Enjoy!"
