Step,Instruction
1,"Cut tomatoes into wedges or chunks."
2,"Slice cucumbers into rounds."
3,"Thinly slice red onion."
4,"Cut the bell pepper into strips."
5,"In a large salad bowl, combine the tomatoes, cucumbers, red onion, bell pepper, and Kalamata olives."
6,"Crumble the feta cheese over the salad."
7,"In a small bowl, whisk together extra virgin olive oil, red wine vinegar, dried oregano, salt, and black pepper to make the dressing."
8,"Pour the dressing over the salad ingredients."
9,"Toss the salad gently until all ingredients are evenly coated with the dressing."
10,"Serve immediately as a side dish or add grilled chicken or shrimp to make it a main course."
