Step,Instruction
1,"Preheat your oven to 325°F."
2,"Cut the beef chuck into 1-inch cubes and season with salt and black pepper."
3,"Heat olive oil in a large Dutch oven over medium-high heat."
4,"Add the beef cubes in batches and brown on all sides. Remove and set aside."
5,"Add chopped onions and carrots to the Dutch oven. Cook until softened."
6,"Add minced garlic and cook for another minute."
7,"Sprinkle flour over the vegetables and cook for 1-2 minutes, stirring constantly."
8,"Pour in red wine and beef broth, scraping up any browned bits from the bottom of the pot."
9,"Stir in tomato paste, thyme sprig, and bay leaves."
10,"Return the beef cubes to the pot and bring the mixture to a simmer."
11,"Cover the Dutch oven and transfer it to the preheated oven. Cook for 2 hours."
12,"In the meantime, sauté mushrooms in butter until golden brown."
13,"After 2 hours, remove the Dutch oven from the oven and add the sautéed mushrooms."
14,"Return to the oven and cook for an additional 30 minutes, uncovered."
15,"Once done, discard the thyme sprig and bay leaves. Season with salt and pepper to taste."
16,"Serve the Beef Bourguignon hot, garnished with fresh chopped parsley if desired."
