Step,Instruction
1,"Slice the ham and cheese thinly."
2,"Spread butter on one side of each slice of bread."
3,"Place half of the bread slices, butter side down, on a clean surface."
4,"Layer the sliced ham on the bread slices."
5,"Top the ham with the slices of cheese."
6,"Cover with the remaining bread slices, butter side up."
7,"Preheat a skillet or griddle over medium heat."
8,"Place the sandwiches in the skillet or griddle and cook for 3-4 minutes on each side, until the bread is golden brown and the cheese is melted."
9,"Press down on the sandwiches with a spatula while cooking to help them cook evenly and encourage the cheese to melt."
10,"Once the sandwiches are golden brown and the cheese is melted, remove them from the skillet or griddle."
11,"Let the sandwiches cool for a minute or two before serving."
12,"Slice the sandwiches in half diagonally, if desired, and serve warm."
