Step,Instruction
1,"Whisk the eggs in a small bowl until well beaten."
2,"Heat the vegetable oil in a large wok or skillet over medium-high heat. Once hot, add the beaten eggs and scramble them until just set, breaking them up into small pieces."
3,"Transfer the scrambled eggs to a plate and set aside."
4,"**Optional:** If using diced chicken or shrimp, add them to the wok or skillet and cook until heated through, about 2-3 minutes."
5,"**Optional:** If using diced carrots, red bell pepper, or minced garlic, add them to the wok or skillet and cook for 1-2 minutes, or until softened slightly."
6,"Add the cooked white rice to the wok or skillet and stir-fry for 1-2 minutes to break up any clumps."
7,"Pour in the soy sauce and stir-fry for another minute, allowing the rice to absorb the flavor."
8,"Add the frozen peas and cook for an additional minute, or until heated through."
9,"Return the scrambled eggs back to the wok or skillet and stir-fry to combine everything."
10,"Drizzle in the toasted sesame oil and stir-fry for 30 seconds to infuse the rice with the sesame flavor."
11,"Stir in the chopped scallions and remove the wok or skillet from the heat."
12,"Season with salt and black pepper to taste (optional, as the soy sauce may already be salty enough)."
13,"Serve the egg fried rice hot immediately."
