Step,Instruction
1,"Slice the chicken breast into thin strips. In a bowl, whisk together soy sauce, honey, rice vinegar, minced garlic, and minced ginger to make the stir-fry sauce."
2,"Place the chicken strips in a shallow dish or a resealable plastic bag. Pour half of the stir-fry sauce over the chicken, reserving the remaining sauce for later. Marinate the chicken in the refrigerator for at least 30 minutes."
3,"In a small bowl, whisk together cornstarch and cold water to make a slurry. Set aside."
4,"Heat 1 tablespoon of vegetable oil in a large skillet or wok over medium-high heat."
5,"Add the marinated chicken to the skillet in a single layer, allowing it to cook undisturbed for 2-3 minutes to sear one side."
6,"Flip the chicken strips and cook for another 2-3 minutes, or until cooked through and browned on all sides. Remove the chicken from the skillet and set aside."
7,"Add the remaining tablespoon of vegetable oil to the skillet. Add the sliced bell pepper, broccoli florets, sliced carrot, and snow peas. Stir-fry the vegetables for 4-5 minutes, or until they are tender-crisp."
8,"Return the cooked chicken to the skillet with the vegetables."
9,"Pour the remaining stir-fry sauce over the chicken and vegetables. Add the cornstarch slurry to the skillet, stirring constantly."
10,"Cook for another 1-2 minutes, or until the sauce has thickened and everything is heated through."
11,"Garnish the chicken stir-fry with sliced green onions."
12,"Serve the chicken stir-fry hot over cooked rice."
