Step,Instruction
1,"Preheat your oven to 325°F."
2,"Score the surface of the ham in a diamond pattern and insert cloves into the ham where the lines intersect."
3,"Place the ham on a rack in a roasting pan, with the flat side down."
4,"Cover the ham loosely with aluminum foil and bake in the preheated oven for 1 hour."
5,"In a small saucepan, combine brown sugar, honey, Dijon mustard, apple cider vinegar, and ground cinnamon."
6,"Cook the glaze mixture over medium heat, stirring constantly, until the sugar has dissolved and the glaze is smooth."
7,"After the ham has baked for 1 hour, remove it from the oven and brush the glaze evenly over the surface."
8,"Return the ham to the oven, uncovered, and continue baking for an additional 30-45 minutes, basting with the glaze every 15 minutes, until the ham is heated through and caramelized on the outside."
9,"If the glaze starts to darken too much, cover the ham loosely with aluminum foil."
10,"Once the ham is done, remove it from the oven and let it rest for 10-15 minutes before slicing."
11,"Serve the honey glazed ham warm, and enjoy!"
