Step,Instruction
1,"Wash and trim the fresh green beans (haricots verts). You can trim the ends and remove any strings if necessary."
2,"Bring a large pot of salted water to a boil over high heat."
3,"Add the green beans to the boiling water. Reduce heat to medium-high and cook for 3-5 minutes, or until the green beans are crisp-tender. The exact cooking time will depend on the thickness of your green beans."
4,"**Optional Step:** While the green beans are cooking, you can melt the butter or heat the olive oil in a separate pan over medium heat (if using)."
5,"**Optional Flavorings:** If using, add minced garlic, shallot, or chopped fresh herbs to the pan and cook for 30 seconds, or until fragrant (be careful not to burn the garlic)."
6,"Drain the cooked green beans well in a colander."
7,"Transfer the green beans back to the pot and toss them with the optional butter, olive oil, and any additional flavorings you used (garlic, shallot, herbs)."
8,"Season the green beans with salt and freshly ground black pepper to taste."
9,"Optional: For a brighter flavor, squeeze in a tablespoon of fresh lemon juice (optional)."
10,"Serve the haricots verts hot as a delicious and healthy side dish. Enjoy!"
