Step,Instruction
1,"Preheat oven to 400 degrees Fahrenheit."
2,"Drain and rinse black beans. Mash them with a fork."
3,"Peel and grate the sweet potato. Squeeze out excess moisture."
4,"Chop onion and garlic finely."
5,"Combine black beans, sweet potato, onion, garlic, breadcrumbs, oatmeal, cumin, chili powder, salt, and pepper in a large bowl. Mix well."
6,"Shape the mixture into patties."
7,"Wash and scrub sweet potatoes for fries. Cut into even-sized fries."
8,"Toss fries with olive oil, salt, and pepper."
9,"Spread fries on a baking sheet and roast for 20-25 minutes, or until crispy."
10,"Cook veggie burgers in a skillet with a little olive oil over medium heat for 5-7 minutes per side, or until cooked through."
11,"Slice avocado and serve with veggie burgers and sweet potato fries."
