Step,Instruction
1,"Cut the pork shoulder into bite-sized cubes, removing any excess fat."
2,"Peel and chop the onion, carrots, and potatoes into chunks."
3,"Mince the garlic cloves."
4,"In a large pot or Dutch oven, heat vegetable oil over medium-high heat."
5,"Add the pork cubes to the pot and cook until browned on all sides, about 5-7 minutes."
6,"Remove the browned pork from the pot and set aside."
7,"In the same pot, add the chopped onion and cook until softened, about 5 minutes."
8,"Add the minced garlic to the pot and cook for an additional 1-2 minutes, until fragrant."
9,"Sprinkle the flour over the onions and garlic, stirring to coat evenly."
10,"Cook the flour mixture for 2-3 minutes to remove the raw flour taste."
11,"Return the browned pork cubes to the pot."
12,"Add the chopped carrots, potatoes, tomato paste, bay leaves, thyme, paprika, salt, and black pepper to the pot."
13,"Pour the chicken or vegetable broth into the pot, ensuring all ingredients are submerged."
14,"Bring the stew to a boil, then reduce the heat to low and cover the pot."
15,"Simmer the stew for 1.5-2 hours, stirring occasionally, until the pork is tender and the vegetables are cooked through."
16,"Taste and adjust seasoning if needed."
17,"Remove the bay leaves before serving."
18,"Serve the pork stew hot, garnished with fresh parsley if desired."
