step,instruction
1,"Pat the chicken thighs dry with paper towels. Season generously with salt and black pepper."
2,"Heat olive oil in a large Dutch oven or heavy-bottomed pot over medium-high heat. Once hot, sear the chicken thighs skin-side down for 5-7 minutes, or until golden brown and crispy."
3,"Flip the chicken thighs and sprinkle with Herbes de Provence."
4,"Add the sliced shallots to the pot and cook for 3-4 minutes, or until softened and translucent."
5,"Stir in the minced garlic and cook for an additional minute, until fragrant."
6,"Pour in the dry white wine, scraping up any browned bits from the bottom of the pot."
7,"Add the cherry tomatoes, green olives, capers, and lemon wedges to the pot."
8,"Nestle the fresh thyme sprigs around the chicken thighs."
9,"Bring the liquid to a simmer, then reduce heat to low, cover the pot, and simmer for 30-40 minutes, or until the chicken is cooked through and tender. The juices should run clear when the thickest part of the chicken thigh is pierced with a fork."
10,"While the chicken simmers, prepare the rice or crusty bread for serving (optional)."
11,"Once cooked, remove the chicken thighs from the pot and transfer them to a plate. Tent them loosely with foil to keep warm."
12,"Increase the heat to medium-high and simmer the sauce for 5-7 minutes, or until slightly thickened."
13,"Taste the sauce and adjust seasoning with additional salt and pepper if needed."
14,"Serve the Chicken Provençal with the pan sauce spooned over the chicken thighs. Garnish with fresh parsley sprigs and enjoy with rice or crusty bread (optional)."
