Step,Instruction
1,"Cut tofu into 1-inch cubes."
2,"Combine tofu, Greek yogurt, ginger-garlic paste, garam masala, coriander powder, cumin powder, turmeric powder, and red chili powder in a bowl. Marinate for at least 30 minutes."
3,"Chop onion and tomatoes."
4,"Roast cashews in a dry skillet until golden brown."
5,"Blend roasted cashews, onion, tomatoes, ginger-garlic paste, garam masala, coriander powder, cumin powder, turmeric powder, and red chili powder into a smooth paste."
6,"Heat ghee in a pan. Add the onion-tomato paste and cook until oil separates."
7,"Add the marinated tofu cubes and cook until golden brown on all sides."
8,"Pour in coconut milk and bring to a boil. Reduce heat and simmer for 10 minutes."
9,"Add kasuri methi and season with salt to taste."
10,"Serve hot with rice or naan bread."
