Step,Instruction
1,"Rinse the rice under cold water until the water runs clear."
2,"In a saucepan, combine the rinsed rice, water, and salt."
3,"Bring the mixture to a boil, then reduce the heat to low, cover, and simmer for 18-20 minutes, or until the rice is cooked and the water is absorbed."
4,"Cut the passion fruit in half and scoop out the pulp into a bowl."
5,"In a separate saucepan, combine the passion fruit pulp, coconut milk, and sugar."
6,"Cook over medium heat, stirring occasionally, until the mixture thickens slightly."
7,"Pour the passion fruit coconut mixture over the cooked rice and stir gently to combine."
8,"Let the rice sit for a few minutes to absorb the flavors."
9,"Fluff the rice with a fork before serving."
10,"Serve the passion fruit rice warm as a tropical and aromatic side dish."
