Step,Instruction
1,"Preheat your oven to 325°F."
2,"Season the beef short ribs with salt and black pepper."
3,"Heat olive oil in a Dutch oven over medium-high heat."
4,"Sear the beef short ribs in the Dutch oven until browned on all sides. Remove and set aside."
5,"Add chopped onions, carrots, celery, and minced garlic to the Dutch oven. Cook until softened."
6,"Stir in tomato paste and cook for another 2 minutes."
7,"Pour in red wine and beef broth, scraping up any browned bits from the bottom of the pot."
8,"Return the beef short ribs to the Dutch oven. Add fresh thyme sprigs and bay leaves."
9,"Bring the mixture to a simmer, then cover the Dutch oven with a lid."
10,"Transfer the Dutch oven to the preheated oven. Braise the beef short ribs for 3-4 hours, or until they are tender and falling off the bone."
11,"Once done, remove the Dutch oven from the oven and discard the thyme sprigs and bay leaves."
12,"Skim off any excess fat from the surface of the sauce."
13,"Serve the braised beef short ribs hot, spooning the sauce over the top."
14,"Enjoy your delicious Braised Beef Short Ribs!"
