Step,Instruction
1,"Set the oven's temperature to 350 degrees F and allow it to heat."
2,"In a medium-sized bowl, blend together 1/2 cup of butter or margarine and 1 cup of sugar."
3,"Incorporate 1 egg and whip until the mixture has a smooth texture."
4,"In a different bowl, combine 2 cups of flour, baking powder, and salt."
5,"Mix the flour blend into the sugar blend until all elements are fully merged."
6,"Press this mixture into the base and sides of a pair of 9-inch pie pans."
7,"In a sizable saucepan, mix together milk, vanilla extract, and 1 tablespoon of butter or margarine."
8,"Heat over medium heat until it comes to a boil, then remove the pan from the burner."
9,"In a different bowl, combine 2 1/2 tablespoons of flour, cornstarch, and 1/2 cup of sugar."
10,"Mix in the beaten eggs to form a smooth mixture. Gradually whisk this mixture into the milk."
11,"Put the pan back on heat and bring to a boil while stirring all the time."
12,"Keep stirring and boiling for 5 minutes. Split the prepared mixture equally into each pie crust, sprinkle cinnamon over it and let it cool in the refrigerator before serving."
