Step,Instruction
1,"Preheat the oven to 375°F."
2,"Cut each fig in half lengthwise."
3,"Place the fig halves cut side up on a baking sheet lined with parchment paper."
4,"In a small saucepan, combine balsamic vinegar and honey."
5,"Bring to a simmer over medium heat and cook until the mixture is reduced by half and slightly thickened, about 5-7 minutes."
6,"Brush each fig half with the balsamic glaze."
7,"Bake in the preheated oven for 10-12 minutes, or until the figs are softened and caramelized."
8,"Remove from the oven and let cool slightly."
9,"Top each fig half with a small dollop of goat cheese."
10,"Sprinkle with fresh thyme leaves."
11,"Serve warm as an elegant side dish or appetizer."
