Step,Instruction
1,"Preheat your oven to 325°F."
2,"Season the oxtails with salt and black pepper."
3,"Dredge the oxtails in all-purpose flour, shaking off any excess."
4,"Heat olive oil in a Dutch oven over medium-high heat."
5,"Once the oil is hot, add the oxtails to the Dutch oven and brown them on all sides, working in batches if necessary."
6,"Remove the browned oxtails from the Dutch oven and set them aside."
7,"Add chopped onions, carrots, celery, and minced garlic to the Dutch oven. Cook until softened."
8,"Stir in tomato paste and cook for another 2 minutes."
9,"Pour red wine into the Dutch oven, scraping up any browned bits from the bottom."
10,"Return the browned oxtails to the Dutch oven."
11,"Add beef broth, bay leaves, and thyme sprigs to the Dutch oven."
12,"Bring the mixture to a simmer, then cover the Dutch oven with a lid."
13,"Transfer the Dutch oven to the preheated oven. Braise the oxtails for 3-4 hours, or until they are tender and falling off the bone."
14,"Meanwhile, peel and chop the potatoes into chunks."
15,"Once the oxtails are tender, remove the Dutch oven from the oven."
16,"Stir in chopped potatoes and frozen peas."
17,"Return the Dutch oven to the oven and cook for an additional 30-45 minutes, or until the potatoes are tender."
18,"Once done, remove the Dutch oven from the oven."
19,"Discard the bay leaves and thyme sprigs."
20,"Taste and adjust seasoning if necessary."
21,"Serve the oxtail stew hot, garnished with fresh chopped parsley if desired."
22,"Enjoy your hearty and comforting oxtail stew!"
