Step,Instruction
1,"Press tofu to remove excess water, then cut into cubes."
2,"Combine cornstarch and taco seasoning in a bowl. Add tofu cubes and toss to coat."
3,"Heat a large skillet over medium-high heat with a drizzle of oil."
4,"Cook tofu cubes until golden brown and crispy on all sides."
5,"Dice avocado, tomato, and onion."
6,"Combine diced ingredients in a bowl, squeeze lime juice over the mixture, and season with salt and pepper."
7,"Chop cilantro and add to the salsa."
8,"Warm tortillas according to package directions."
9,"Assemble tacos by placing crispy tofu, salsa, and avocado on warm tortillas."
10,"Serve immediately with additional lime wedges, if desired."
