Step,Instruction
1,"This coconut shrimp turns out perfectly crispy and a gorgeous golden brown. Additionally, it's surprisingly simple to prepare!"
2,"You�ll find a comprehensive ingredient list and step-by-step directions in the recipe below, but here�s a quick overview of the essentials:"
3,"<strong>� Large shrimp</strong>: Use raw, peeled, and deveined shrimp for the best results.<br/><strong>� Coconut breadcrumbs</strong>: These can be found in most grocery stores or can be made at home by processing unsweetened coconut flakes.<br/><strong>� Eggs</strong>: Eggs are used to help the coconut adhere to the shrimp.<br/><strong>� All-purpose flour</strong>: This helps the eggs stick to the shrimp before adding the coconut.<br/><strong>� Salt and pepper</strong>: For seasoning."
4,"<strong>� </strong>You will need <strong>all-purpose flour</strong>, an <strong>egg</strong>, <strong>beer</strong>, and <strong>baking powder</strong> to prepare the beer batter.<br/><strong>� </strong>If your <strong>shrimp</strong> isn't pre-peeled and deveined, you can easily do it using <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/article/how-to-devein-shrimp/"">this helpful guide</a>.<br/><strong>� </strong>Be sure to use <strong>unsweetened coconut flakes</strong>.<br/><strong>� </strong>Select a <strong>cooking oil</strong> with a high smoke point, such as peanut oil or vegetable oil."
5,Here's a quick overview of what to anticipate when making this highly-rated coconut shrimp recipe:
6,"1. Whisk together a portion of the flour, egg, beer, and baking powder.<br>2. Coat the shrimp in flour, dip it into the beer batter, and then roll it in coconut flakes.<br>3. Chill the shrimp for 30 minutes, then fry them in hot oil until they turn golden brown."
7,"Pair this coconut shrimp with tartar sauce or try our sweet and savory <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/recipe/222567/orange-dipping-sauce-for-coconut-shrimp/"">Orange Dipping Sauce for Coconut Shrimp</a>. For ideas on side dishes, check out our collection of <a data-component=""link"" data-ordinal=""2"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/gallery/side-dish-recipes-for-shrimp/"">Best Sides for Shrimp That Complete the Meal</a>."
8,"You can keep any leftovers in a shallow, airtight container in the refrigerator for up to three days. Reheat them in the microwave or oven. If you want to store them for a longer period, the coconut shrimp can be frozen for up to three months."
9,"""I took advice from other reviewers and chopped the coconut,"" says <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/cook/10840966"">June</a>. ""SOOOO good! It's also quite easy! A 'can't beat it' combo � delicious and simple!"""
10,"""The beer batter can be used for additional recipes,"" says <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/cook/23271916"">crimsonflames</a>. ""This coconut shrimp recipe definitely rivals the quality of good restaurants. It's now a favorite for everyone."""
11,"""It was incredible,"" exclaims <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/cook/27168964"">Susan VanEssen</a>. ""Simple to prepare, but chilling is crucial."""
12,"Editorial contributions by <a data-component=""link"" data-ordinal=""1"" data-source=""inlineLink"" data-type=""internalLink"" href=""https://www.allrecipes.com/author/corey-williams/""><strong>Corey Williams</strong></a>"
13,Line a baking sheet with waxed paper and set it aside.
14,"Whisk together 1/2 cup flour, beer, egg, and baking powder in a medium bowl until smooth. Put the coconut and the remaining 1/4 cup flour into two separate bowls."
15,"One at a time, grasp the shrimp by the tail and coat it in flour, shaking off any excess. Dip it in the beer batter and let the excess drip off. Roll it in coconut, then arrange on the lined baking sheet. Chill for 30 minutes."
16,"Working in batches, fry the shrimp in hot oil until golden brown, about 2 to 4 minutes per side. Use a slotted spoon to transfer cooked shrimp to the prepared baking sheet."
17,"Transfer the fried shrimp to a plate lined with paper towels to absorb excess oil."
18,"The nutritional information for this recipe accounts for the total quantity of breading ingredients. The actual amount of breading that is consumed may differ. We have calculated the nutritional value of the frying oil using a retention value of 10% after cooking. The precise amount will depend on factors such as cooking time and temperature, ingredient density, and the particular kind of oil used."
