Step,Instruction
1,"Cook sweet potato noodles (dangmyeon) according to package instructions. Rinse under cold water and drain well. Toss with sesame oil to prevent sticking. Set aside."
2,"Bring a large pot of salted water to a boil. Blanch spinach for 1-2 minutes, or until wilted. Drain well and rinse under cold water. Squeeze out excess water and roughly chop."
3,"Cook Korean glass noodles (japchae glass noodles), if using, according to package instructions. Drain and rinse under cold water. Toss with sesame oil and set aside (these noodles add extra texture but are optional)."
4,"Marinate the beef: In a bowl, whisk together soy sauce, sesame oil, sugar, and black pepper. Add the sliced beef and toss to coat. Marinate for at least 15 minutes, or up to 30 minutes for more flavorful beef."
5,"Heat vegetable oil in a large skillet or wok over high heat. Add the beef and cook, stirring constantly, until browned on all sides (around 3-4 minutes). Transfer the cooked beef to a plate and set aside."
6,"In the same skillet, add a little more oil if needed. Add the onions and cook until softened and translucent, about 5 minutes."
7,"Add garlic and shiitake mushrooms to the skillet and cook for another 2 minutes, or until fragrant."
8,"Add julienned carrots and red bell pepper to the skillet. Stir-fry for 3-4 minutes, or until slightly softened but still crisp-tender."
9,"Add chopped spinach and cook for another minute until heated through."
10,"Push all the ingredients to the sides of the skillet, creating a well in the center. Add the cooked beef back to the pan."
11,"Pour in the remaining marinade and stir to combine with the vegetables and beef."
12,"Add the cooked sweet potato noodles (dangmyeon) and Korean glass noodles (if using) to the skillet. Toss gently to incorporate all ingredients evenly."
13,"Cook for another 1-2 minutes, or until heated through."
14,"Transfer japchae to a serving platter and garnish with sliced scallions and sesame seeds (optional)."
15,"Serve japchae warm as a main dish or side dish."
