Step,Instruction
1,"Heat vegetable broth in a saucepan and keep warm."
2,"Chop onion and garlic. Slice mushrooms."
3,"Heat olive oil in a large, heavy-bottomed pot over medium heat. Add onion and cook until softened."
4,"Add garlic and cook for 30 seconds, or until fragrant."
5,"Add mushrooms and cook until golden brown."
6,"Add Arborio rice to the pot and toast for 1 minute, stirring constantly."
7,"Pour in white wine and cook until evaporated."
8,"Begin adding vegetable broth, one ladleful at a time, stirring constantly until absorbed before adding more."
9,"Continue adding broth until rice is creamy and al dente, about 20-25 minutes."
10,"Stir in vegan butter, nutritional yeast, salt, pepper, and fresh thyme."
11,"Serve immediately."
