Step,Instruction
1,"Finely chop the onion, tomatoes, green chilies, ginger, and garlic cloves."
2,"Heat oil in a skillet over medium heat."
3,"Add cumin seeds to the hot oil and let them splutter."
4,"Add chopped onions to the skillet and sauté until golden brown."
5,"Add chopped green chilies, ginger, and garlic to the skillet. Sauté for another minute."
6,"Add ground beef or lamb to the skillet. Break it up with a spoon and cook until browned."
7,"Add turmeric powder, coriander powder, red chili powder, and salt to the skillet. Mix well."
8,"Cook for a few minutes until the spices are fragrant."
9,"Add chopped tomatoes to the skillet. Cook until they soften and release their juices."
10,"Add green peas to the skillet and mix well."
11,"Cover and cook for 5-7 minutes, allowing the flavors to meld together."
12,"Remove the cover and sprinkle garam masala over the masala kheema."
13,"Cook for another 2-3 minutes."
14,"Garnish with chopped cilantro leaves."
15,"Serve hot with rice or roti."
16,"Enjoy your delicious Masala Kheema!"
