Step,Instruction
1,"Wash the collard greens thoroughly. Remove the tough stems from the leaves and chop the leaves into bite-sized pieces."
2,"In a large pot or Dutch oven, cook the bacon over medium heat until crispy. Remove the bacon from the pot and set aside for later."
3,"Add the chopped onion and garlic to the bacon grease and cook for 2-3 minutes, or until softened."
4,"Add the chopped collard greens to the pot and stir to coat them with the bacon grease and seasonings. Sauté for 3-4 minutes, until the greens start to wilt."
5,"Pour in the chicken broth, apple cider vinegar, salt, black pepper, and red pepper flakes (if using). Stir to combine."
6,"Nestle the smoked turkey leg or neck (if using) on top of the greens. Alternatively, you can use a ham hock or omit the meat entirely for a vegetarian option."
7,"Bring the pot to a boil, then reduce heat to low, cover, and simmer for 45 minutes to 1 hour, or until the collard greens are tender."
8,"Stir the collard greens occasionally throughout the cooking process. Add a little water if the pot seems too dry."
9,"Once the greens are tender, remove the smoked turkey leg or neck (if using) and shred the meat from the bone. Discard the bone."
10,"Crumble the cooked bacon and stir it back into the pot with the collard greens."
11,"Taste and adjust seasonings with additional salt, black pepper, or apple cider vinegar as desired."
12,"Serve the collard greens hot with a side of cornbread or rice."
