Step,Instruction
1,"Preheat your oven to 375°F."
2,"Peel the potatoes and cut them into chunks. Place them in a pot of salted water and bring to a boil. Cook until tender, about 15 minutes."
3,"Drain the potatoes and return them to the pot. Mash them with butter, milk, salt, and pepper until smooth. Set aside."
4,"Heat olive oil in a large skillet over medium heat."
5,"Add chopped onions and carrots to the skillet. Cook until softened."
6,"Add minced garlic and cook for another minute."
7,"Add ground lamb or beef to the skillet. Cook until browned."
8,"Sprinkle flour over the meat and vegetables. Cook for 1-2 minutes, stirring constantly."
9,"Stir in tomato paste and beef or vegetable broth. Simmer until thickened, about 5 minutes."
10,"Stir in frozen peas and corn kernels. Cook for another 2 minutes."
11,"Transfer the meat mixture to a greased baking dish."
12,"Spread the mashed potatoes evenly over the meat mixture."
13,"Bake in the preheated oven for 25-30 minutes, or until the potatoes are lightly browned."
14,"Let the Shepherd's Pie cool for a few minutes before serving."
15,"Serve hot and enjoy!"
