step,instruction
1,"Prepare the Tofu: Drain the tofu and cut it into 1/2-inch cubes. Gently press the tofu cubes between paper towels to remove excess moisture."
2,"Heat the Oil: Heat the vegetable oil in a wok or large skillet over medium heat. Add the sichuan peppercorns (optional) and cook for a few seconds until fragrant. Remove the peppercorns with a spoon and discard (optional)."
3,"Stir-fry the Pork: Add the ground pork to the hot oil and break it up with a spatula as it cooks. Cook for 3-4 minutes, or until browned."
4,"Add the Aromatics: Add the doubanjiang, minced garlic, and ginger to the pan with the cooked pork. Stir-fry for an additional minute, or until fragrant, releasing the flavor of the doubanjiang."
5,"Deglaze the Pan (Optional): Pour in the Shaoxing wine (or sherry) if using, scraping up any browned bits from the bottom of the pan (deglazing)."
6,"Add the Liquids: Add the chicken stock and soy sauce to the pan. Bring the mixture to a simmer."
7,"Simmer the Sauce: Reduce heat to low and simmer for 5 minutes to allow the flavors to meld."
8,"Make the Cornstarch Slurry: In a small bowl, whisk together the cornstarch and water to create a slurry."
9,"Thicken the Sauce: Slowly whisk the cornstarch slurry into the simmering sauce. Continue simmering for 1-2 minutes, or until the sauce thickens to your desired consistency."
10,"Add the Tofu: Gently fold the cubed tofu into the thickened sauce. Be careful not to break the tofu."
11,"Season and Simmer: Season the mapo tofu with a pinch of sichuan pepper powder (optional) to taste. Simmer for an additional 2-3 minutes, allowing the tofu to absorb the flavors."
12,"Garnish and Serve: Turn off the heat and garnish the mapo tofu with chopped scallions. Serve immediately with steamed rice. Enjoy your delicious Sichuan classic!"
