step,instruction
1,"Prepare the vegetables: Peel and cut the potatoes into bite-sized pieces. Slice the onion and carrots into thin wedges or half-moons."
2,"Optional blanching (snow peas): If using snow peas, bring a pot of water to a boil. Add the snow peas and blanch for 30 seconds to 1 minute. Drain and rinse under cold water to stop the cooking process."
3,"Brown the beef: Heat the vegetable oil in a large pot or Dutch oven over medium-high heat. Add the thinly sliced beef and cook until browned on all sides, about 3-4 minutes. Remove the beef from the pot and set aside."
4,"Sauté the onions: Add the sliced onions to the pot and cook until softened and translucent, about 5 minutes."
5,"Add the potatoes and carrots: Add the prepared potatoes and carrots to the pot with the onions. Cook for another 2-3 minutes, stirring occasionally."
6,"Pour in the liquids: Add the dashi stock, soy sauce, mirin, sake (if using), and sugar to the pot. Bring to a simmer over medium heat."
7,"Return the beef: Add the browned beef back to the pot with the simmering sauce and vegetables."
8,"Simmer until tender: Cover the pot and simmer for 15-20 minutes, or until the potatoes and carrots are tender. Adjust the heat to maintain a gentle simmer."
9,"Add the snow peas (optional): If using snow peas, add them to the pot in the last 2-3 minutes of cooking."
10,"Serve: Transfer the nikujaga to a serving dish. Spoon over the flavorful sauce and vegetables. Enjoy hot with steamed rice."
