Step,Instruction
1,"Cut broccoli into florets and chop the stems."
2,"In a large pot, melt butter over medium heat."
3,"Add chopped onion and minced garlic to the pot. Cook until softened."
4,"Stir in all-purpose flour and cook for 1-2 minutes to make a roux."
5,"Gradually pour in chicken or vegetable broth while stirring constantly to avoid lumps."
6,"Add chopped broccoli to the pot. Bring to a simmer and cook for 15-20 minutes or until the broccoli is tender."
7,"Using an immersion blender, blend the soup until smooth or leave it slightly chunky, according to preference."
8,"Stir in milk, cheddar cheese, salt, and black pepper. Cook until the cheese is melted and the soup is heated through."
9,"Taste and adjust seasoning if needed."
10,"Serve hot, garnished with extra shredded cheddar cheese if desired."
