Step,Instruction
1,"These traditional Italian wedding cookies consist of bite-sized buttery delights coated in powdered sugar, offering irresistible flavors to indulge in."
2,The ingredients for this traditional Italian wedding cookie recipe are simple and readily available.
3,Prepare for an event by organizing and getting things ready.
4,"Nicole McLaughlin (also known as NicoleMcMom), a culinary producer, cherishes enjoying a tin of Italian wedding cookies every Christmas. She shares tips and tricks for baking these delightful cookies perfectly each time."
5,"Italian wedding cookies can be kept fresh in an airtight container at room temperature for up to a week. To avoid sticking, place parchment paper between layers when stacking the cookies."
6,You can freeze the dough for Italian wedding cookies before baking and rolling in powdered sugar for later use.
7,"Prep the dough balls on a baking sheet, cover, and freeze for a few hours or overnight. Once frozen solid, transfer the dough to zip-top bags or a freezer-safe container. To use, thaw in the refrigerator overnight before baking as directed."
8,"""These Italian wedding cookies are a staple during holiday season."""
9,"""These mushroom caps resemble hats worn by the chefs of the Vatican, hence the name,"" says Debra. ""A delicious snack anytime!"""
10,"""These cookies are fantastic,"" says ErichNJ. ""They have a simple and subtle flavor. I halved the recipe and opted for salted butter, skipping the additional salt."""
11,Corey Williams provided editorial contributions to this recipe.
12,Assemble all ingredients and preheat the oven to 325°F (165°C).
13,"Mix butter, 3/4 cup confectioners' sugar, and salt together in a large bowl until smooth and creamy using an electric mixer, about 2 to 3 minutes."
14,Incorporate ground almonds and vanilla into the mixture.
15,Incorporate the flour gradually until fully combined.
16,Form the dough into balls (or crescent shapes) using approximately 1 teaspoon of dough per cookie. Arrange the cookies 1 inch apart on ungreased cookie sheets.
17,"Bake in the oven until lightly golden, for about 15 to 20 minutes."
18,Allow the cookies to cool slightly for about 15 minutes. Roll them in the remaining powdered sugar.
