Step,Instruction
1,"Cook pasta according to package directions."
2,"While pasta cooks, cut smoked salmon into small pieces."
3,"Zest and juice lemon."
4,"Mince garlic."
5,"Heat olive oil in a large skillet over medium heat."
6,"Sauté garlic for 30 seconds, then add cream, lemon zest, and capers."
7,"Bring cream mixture to a simmer and cook for 5 minutes."
8,"Add smoked salmon to the cream sauce and stir to combine."
9,"Drain pasta and add to the cream sauce."
10,"Toss to coat pasta evenly in the sauce."
11,"Season with salt and pepper to taste."
12,"Garnish with chopped dill and lemon zest before serving."
