Step,Instruction
1,"Preheat your oven to 425°F."
2,"Season the beef tenderloin with salt and black pepper."
3,"Heat olive oil and butter in a skillet over high heat."
4,"Sear the beef tenderloin on all sides until browned. Remove and let it cool."
5,"In the same skillet, add chopped onions and minced garlic. Cook until softened."
6,"Add sliced mushrooms and thyme leaves to the skillet. Cook until the mushrooms release their moisture and it evaporates."
7,"Remove the mushroom mixture from heat and let it cool slightly."
8,"Roll out the puff pastry on a lightly floured surface to a rectangle large enough to wrap the beef tenderloin."
9,"Spread Dijon mustard over the prosciutto slices. Place them over the puff pastry."
10,"Spread the mushroom mixture over the prosciutto."
11,"Place the seared beef tenderloin on top of the mushroom mixture."
12,"Wrap the puff pastry around the beef, prosciutto, and mushroom mixture, sealing the edges."
13,"Beat the egg in a small bowl and brush it over the puff pastry for a golden finish."
14,"Place the Beef Wellington on a baking sheet lined with parchment paper."
15,"Bake in the preheated oven for 40-45 minutes, or until the pastry is golden brown and the beef reaches your desired level of doneness."
16,"Let the Beef Wellington rest for 10 minutes before slicing and serving."
17,"Serve hot and enjoy!"
