Step,Instruction
1,"Preheat oven to 400°F. Place bacon slices on a baking sheet and bake for 15-20 minutes or until crispy. Remove from oven and let cool."
2,"Season chicken breasts with salt and pepper. Grill over medium-high heat for 6-8 minutes per side or until cooked through. Let rest for a few minutes, then slice thinly."
3,"Peel and dice hard-boiled eggs."
4,"Slice tomatoes into wedges."
5,"Peel, pit, and dice avocados."
6,"Chop lettuce into bite-sized pieces and arrange on a large serving platter."
7,"Arrange sliced grilled chicken, diced avocado, sliced hard-boiled eggs, tomato wedges, crumbled bacon, and crumbled blue cheese on top of the lettuce in rows."
8,"In a small bowl, whisk together red wine vinegar, Dijon mustard, olive oil, salt, and black pepper to make the dressing."
9,"Drizzle the dressing over the salad or serve on the side."
10,"Serve immediately."
