Step,Instruction
1,"Preheat your oven to 425°F."
2,"Remove the beef tenderloin from the refrigerator and let it sit at room temperature for about 30 minutes."
3,"Season the beef tenderloin with salt and black pepper, ensuring it's evenly coated."
4,"Heat olive oil in an ovenproof skillet over medium-high heat."
5,"Once the skillet is hot, sear the beef tenderloin on all sides until browned, about 2-3 minutes per side."
6,"Add minced garlic cloves and fresh rosemary sprigs to the skillet."
7,"Transfer the skillet to the preheated oven."
8,"Roast the beef tenderloin in the oven for 15-20 minutes, or until it reaches your desired level of doneness."
9,"Check the internal temperature with a meat thermometer; it should read 135°F for medium-rare, 145°F for medium, or 160°F for well-done."
10,"Once the beef tenderloin reaches the desired temperature, remove it from the oven and transfer it to a cutting board."
11,"Let the beef tenderloin rest for about 10 minutes before slicing."
12,"While the beef tenderloin is resting, add butter to the skillet and let it melt, scraping up any browned bits from the bottom."
13,"Slice the rested beef tenderloin into thick slices and serve hot, drizzled with the pan sauce."
14,"Enjoy your delicious and tender beef tenderloin!"
