step,instruction
1,"Prepare the vegetables: Chop garlic and ginger finely. Slice carrots into thin strips. Cut broccoli into florets. Slice bell pepper into thin strips. Trim and cut snow peas in half."
2,"In a small bowl, whisk together soy sauce, rice vinegar, brown sugar, cornstarch, and water until smooth."
3,"Heat olive oil in a large wok or skillet over high heat."
4,"Add garlic and ginger to the hot wok and stir-fry for 30 seconds until fragrant."
5,"Add carrots and broccoli to the wok and stir-fry for 2 minutes until slightly tender."
6,"Add bell pepper and snow peas to the wok and stir-fry for 1 minute until crisp-tender."
7,"Push vegetables to the side of the wok and add the sauce to the empty center. Bring to a boil, stirring constantly."
8,"Pour the sauce over the vegetables and toss to coat evenly."
9,"Stir in sesame oil and cook for 30 seconds more."
10,"Serve immediately over rice or noodles."
