Step,Instruction
1,"In a large bowl, whisk together the flour, baking powder, baking soda, salt, and sugar.'"
2,"In another bowl, beat the egg and then whisk in the buttermilk and melted butter.'"
3,'Pour the wet ingredients into the dry ingredients and stir until just combined. The batter may be slightly lumpy; do not overmix.'
4,'Heat a lightly greased griddle or skillet over medium heat (about 350°F).'
5,'Pour 1/4 cup of batter onto the griddle for each pancake.'
6,"Cook until bubbles form on the surface of the pancakes and the edges look set, about 2-3 minutes.'"
7,"Flip the pancakes and cook for another 1-2 minutes, or until golden brown on the bottom.'"
8,'Transfer the pancakes to a plate and keep warm.'
9,"Repeat with the remaining batter, greasing the griddle as needed.'"
10,"Serve the pancakes warm with maple syrup, fruit, or your favorite toppings.'"
11,'Enjoy your classic buttermilk pancakes!'
