Step,Instruction
A,"Prepare Ingredients"
1,"Prepare the Ingredients: Wash and dry the tomatoes and fresh basil leaves."
2,"Slice the Tomatoes:  Slice the tomatoes into thick slices, about 1/4 to 1/2 inch thick. You can use a sharp knife or a mandoline slicer for even slices."
3,"Slice the Mozzarella: Slice the fresh mozzarella cheese into slices of similar thickness to the tomatoes."
B,"Assemble the Salad"
4,"Arrange the tomato slices on a serving platter in a single layer or slightly overlapping."
5,"Top each tomato slice with a slice of fresh mozzarella cheese."
6,"Scatter the fresh basil leaves over the mozzarella cheese."
7,"Drizzle the entire salad with extra virgin olive oil."
8,"Season with salt and freshly ground black pepper to taste."
C,"Optional Steps"
9,"For a Balsamic Glaze Drizzle: Drizzle a thin layer of balsamic glaze over the assembled salad for a touch of sweetness and acidity (optional)."
10,"For a Garlicky Twist:  If using, sprinkle a small amount of minced garlic over the salad for an extra layer of flavor (optional)."
11,"For a Bit of Bite: Add thinly sliced red onion to the salad for a bit of sharpness to complement the sweetness of the tomatoes (optional)."
12,"Serve immediately and enjoy!** Caprese salad is best enjoyed fresh at room temperature."
