Step,Instruction
1,"Preheat the grill to medium-high heat (around 400°F)."
2,"Cut the peaches in half and remove the pits."
3,"Brush the peach halves with olive oil and sprinkle with a pinch of salt."
4,"Grill the peach halves for 2-3 minutes per side, or until grill marks appear and the peaches are slightly softened."
5,"Remove the grilled peaches from the grill and let them cool slightly."
6,"In a large bowl, combine arugula, thinly sliced red onion, crumbled feta cheese, and chopped walnuts."
7,"In a small bowl, whisk together balsamic vinegar, olive oil, salt, and black pepper to make the dressing."
8,"Drizzle the dressing over the salad ingredients and toss gently to combine."
9,"Slice the grilled peaches and arrange them over the salad."
10,"Serve the grilled peach salad immediately as a flavorful and vibrant side dish."
