Step,Instruction
1,"Preheat your oven to 375°F."
2,"Season the pork belly with salt and black pepper."
3,"In a small bowl, mix together soy sauce, mirin, brown sugar, minced garlic, and grated ginger to create the marinade."
4,"Place the seasoned pork belly in a baking dish and pour the marinade over it. Cover with foil."
5,"Roast the pork belly in the preheated oven for 1.5 to 2 hours, or until tender."
6,"Once cooked, remove the pork belly from the oven and let it cool slightly. Slice it thinly."
7,"In a large pot, bring the chicken broth to a boil."
8,"Add the ramen noodles to the boiling broth and cook according to package instructions until al dente."
9,"While the noodles are cooking, prepare the soft-boiled eggs. Bring a pot of water to a boil, gently add the eggs, and cook for 7 minutes. Transfer the eggs to a bowl of ice water to stop the cooking process. Peel and halve the eggs."
10,"Thinly slice the green onions and shiitake mushrooms."
11,"Once the noodles are cooked, add the sliced pork belly, sliced mushrooms, and spinach to the pot. Cook for another 2-3 minutes until the pork is heated through and the spinach is wilted."
12,"Divide the cooked ramen noodles, pork belly, mushrooms, and spinach among serving bowls."
13,"Pour the hot broth over the noodles and ingredients in each bowl."
14,"Drizzle each bowl with a little sesame oil and garnish with soft-boiled egg halves and sliced green onions."
15,"Serve the pork ramen hot and enjoy!"
