Step,Instruction
1,"Preheat grill to medium-high heat (around 400°F)."
2,"Peel and devein shrimp, leaving tails intact."
3,"In a small bowl, whisk together olive oil, lemon juice, red wine vinegar, minced garlic, dried oregano, salt, and black pepper to make the marinade."
4,"Place shrimp in a resealable plastic bag and pour marinade over them. Seal the bag and marinate in the refrigerator for 20-30 minutes."
5,"Meanwhile, chop lettuce, cucumber, tomatoes, and red onion into bite-sized pieces. Slice Kalamata olives and crumble feta cheese."
6,"Thread marinated shrimp onto skewers."
7,"Grill shrimp skewers for 2-3 minutes per side or until pink and opaque."
8,"In a large salad bowl, combine chopped lettuce, cucumber, tomatoes, red onion, Kalamata olives, and crumbled feta cheese."
9,"Drizzle the salad with any remaining marinade and toss until well combined."
10,"Top the salad with grilled shrimp skewers."
11,"Serve immediately."
