Step,Instruction
1,"Scrub clams under cold water to remove any dirt or sand."
2,"In a large pot, cook bacon over medium heat until crispy. Remove bacon from the pot and crumble."
3,"In the same pot with bacon drippings, add chopped onion and diced celery. Cook until softened."
4,"Peel and dice potatoes. Add them to the pot along with chopped clams (discard any that remain open) and bay leaf."
5,"Stir in all-purpose flour and butter. Cook for 2-3 minutes, stirring constantly."
6,"Gradually pour in chicken broth while stirring constantly to avoid lumps."
7,"Bring the mixture to a boil, then reduce heat and simmer for 15-20 minutes or until potatoes are tender."
8,"Stir in heavy cream and crumbled bacon. Simmer for an additional 5 minutes."
9,"Season with salt and black pepper to taste."
10,"Remove bay leaf before serving."
11,"Serve hot, garnished with fresh parsley if desired."
