Step,Instruction
1,"Rinse the mung bean sprouts thoroughly in cold water to remove any dirt or debris. Pick out any black beans or discolored sprouts."
2,"Bring a large pot of water to a boil. You can add a pinch of salt to the water if desired."
3,"Once boiling, add the mung bean sprouts and cook for 1-2 minutes. Do not overcook, as they should remain slightly crisp."
4,"Drain the cooked sprouts immediately in a colander and rinse under cold running water to stop the cooking process."
5,"Squeeze out excess water from the sprouts using your hands or a clean kitchen towel."
6,"Transfer the drained sprouts to a large bowl."
7,"Add minced garlic, gochugaru (Korean red pepper flakes), soy sauce, and sesame oil to the bowl."
8,"Toss the ingredients together well to ensure even distribution of the seasonings."
9,"Taste and adjust seasonings as needed. Add a pinch of salt for extra flavor (optional). You can also add a touch of sugar or black pepper for a more balanced taste (optional)."
10,"Garnish with sliced scallions and sesame seeds."
11,"Serve Sukju Namul immediately at room temperature or slightly chilled as a side dish with Korean meals."
