Step,Instruction
1,'Peel and thinly slice the potatoes.'
2,'Thinly slice the onion.'
3,'Heat olive oil in a non-stick skillet over medium heat.'
4,'Add the sliced potatoes and onion to the skillet.'
5,"Cook, stirring occasionally, until the potatoes are tender but not browned, about 10-15 minutes.'"
6,"In a bowl, beat the eggs and season with salt and pepper.'"
7,'Remove the potatoes and onions from the skillet and drain excess oil.'
8,'Add the potatoes and onions back to the skillet.'
9,"Pour the beaten eggs over the potatoes and onions, distributing evenly.'"
10,'Cook over medium heat until the edges start to set.'
11,"Using a spatula, lift the edges and tilt the skillet to allow the uncooked eggs to flow underneath.'"
12,'Continue cooking until the tortilla is set but still slightly moist on top.'
13,'Carefully flip the tortilla using a plate or lid.'
14,'Cook for another 2-3 minutes until cooked through.'
15,'Slide the tortilla onto a plate and let it cool slightly before slicing.'
16,'Serve warm or at room temperature.'
