Step,Instruction
1,"Soak the rice noodles in warm water according to package instructions until they are soft, then drain and set aside."
2,"Slice the boneless, skinless chicken breasts into thin strips."
3,"In a large skillet or wok, heat 1 tablespoon of vegetable oil over medium-high heat."
4,"Add the sliced chicken breasts to the skillet and cook until they are browned and cooked through, about 5-6 minutes. Remove the chicken from the skillet and set aside."
5,"In the same skillet, add the remaining 1 tablespoon of vegetable oil."
6,"Mince the garlic cloves and finely chop the shallots. Add them to the skillet and sauté until fragrant, about 1-2 minutes."
7,"Push the garlic and shallots to one side of the skillet and crack the eggs into the empty space. Scramble the eggs until they are fully cooked."
8,"Add the soaked rice noodles to the skillet along with the cooked chicken strips, bean sprouts, and chopped green onions."
9,"Slice the lime into wedges and chop the cilantro. Add the lime juice, chopped cilantro, peanuts, salt, pepper, and red pepper flakes (if using) to the skillet. Toss everything together until well combined and heated through."
10,"Serve the chicken pad Thai hot, garnished with extra chopped peanuts, green onions, and lime wedges if desired. Enjoy this delicious and flavorful dish!"
