Step,Instruction
1,"Preheat your oven to 425°F."
2,"In a small bowl, mix together salt, black pepper, garlic powder, onion powder, paprika, and brown sugar to make the dry rub."
3,"Pat the pork belly dry with paper towels, then season it evenly with the dry rub."
4,"In a separate bowl, whisk together soy sauce, honey, and rice vinegar to make the marinade."
5,"Place the seasoned pork belly in a baking dish or roasting pan."
6,"Pour the marinade over the pork belly, making sure it is well coated."
7,"Transfer the baking dish or roasting pan to the preheated oven."
8,"Roast the pork belly at 425°F for 30 minutes."
9,"Reduce the oven temperature to 325°F and continue to roast the pork belly for an additional 2-2.5 hours, or until it is tender and the skin is crispy."
10,"Once the pork belly is cooked through, remove it from the oven and let it rest for 10-15 minutes."
11,"Slice the pork belly into thick slices and serve hot."
